Dataset identifier,https://datacatalog.worldbank.org/search/dataset/0064254/Central-Asia-exposure-dataset---Projected-residential-exposure
exposure/metrics/0/id,0064254_metric1
exposure/metrics/0/dimension,structure
exposure/metrics/0/quantity_kind,currency
