Dataset identifier,https://datacatalog.worldbank.org/search/dataset/0064254/Central-Asia-exposure-dataset---Projected-residential-exposure
Link target,https://docs.riskdatalibrary.org/en/0__2__0/rdls_schema.json
Link relation type,describedby
