Dataset identifier,https://datacatalog.worldbank.org/search/dataset/0064251/Central-Asia-exposure-dataset---Residential-buildings
exposure/metrics/0/id,0064251_metric1
exposure/metrics/0/dimension,structure
exposure/metrics/0/quantity_kind,currency
